SN,Business Name,Action
3122,Roofing contractor,pending
3123,Roofing supply store,pending
3124,Roommate referral service,pending
3125,Rowing area,pending
3126,Rowing club,pending
3127,Rsl club,pending
3128,Rubber products supplier,pending
3129,Rubber stamp store,pending
3130,Rug store,pending
3131,Rugby,pending
3132,Rugby club,pending
3133,Rugby field,pending
3134,Rugby league club,pending
3135,Rugby store,pending
3136,Running store,pending
3137,Russian grocery store,pending
3138,Russian Orthodox church,pending
3139,Russian restaurant,pending
3140,Rustic furniture store,pending
3141,RV dealer,pending
3142,RV detailing service,pending
3143,RV inspection service,pending
3144,RV park,pending
3145,Recreational vehicle rental agency,pending
3146,RV repair shop,pending
3147,RV storage facility,pending
3148,RV supply store,pending
3149,Saab dealer,pending
3150,Sacem,pending
3151,Saddlery,pending
3152,Safe & vault shop,pending
3153,Safety equipment supplier,pending
3154,Sailing club,pending
3155,Sailing event area,pending
3156,Sailing school,pending
3157,Sailmaker,pending
3158,Sake brewery,pending
3159,Salad shop,pending
3160,Salsa bar,pending
3161,Salsa classes,pending
3162,Salvadoran restaurant,pending
3163,Salvage dealer,pending
3164,Salvage yard,pending
3165,Samba school,pending
3166,Sambo school,pending
3167,Sambodrome,pending
3168,Sand & gravel supplier,pending
3169,Sand plant,pending
3170,Sandblasting service,pending
3171,Sandwich shop,pending
3172,Sanitary inspection,pending
3173,Sanitation service,pending
3174,Sardinian restaurant,pending
3175,Saree Shop,pending
3176,Satay restaurant,pending
3177,Satellite communication service,pending
3178,Saturn dealer,pending
3179,Sauna,pending
3180,Sauna club,pending
3181,Sauna store,pending
3182,Savings bank,pending
3183,Saw mill,pending
3184,Saw sharpening service,pending
3185,Scaffolding service,pending
3186,Scaffolding rental service,pending
3187,Scale model club,pending
3188,Model shop,pending
3189,Scale repair service,pending
3190,Scale supplier,pending
3191,Scandinavian restaurant,pending
3192,Scenic spot,pending
3193,Scenography company,pending
3194,School,pending
3195,School administration office,pending
3196,School bus service,pending
3197,School center,pending
3198,School district office,pending
3199,School for the deaf,pending
3200,School house,pending
3201,School cafeteria,pending
3202,School supply store,pending
3203,Science museum,pending
3204,Scientific equipment supplier,pending
3205,Scooter rental service,pending
3206,Scooter repair shop,pending
3207,Scottish restaurant,pending
3208,Scout hall,pending
3209,Scout home,pending
3210,Scouting,pending
3211,Scrap metal dealer,pending
3212,Scrapbooking store,pending
3213,Screen printer,pending
3214,Screen printing shop,pending
3215,Screen printing supply store,pending
3216,Screen repair service,pending
3217,Screen store,pending
3218,Screw supplier,pending
3219,SCUBA instructor,pending
3220,SCUBA tour agency,pending
3221,Sculptor,pending
3222,Sculpture,pending
3223,Sculpture museum,pending
3224,Seafood donburi restaurant,pending
3225,Seafood farm,pending
3226,Seafood market,pending
3227,Seafood restaurant,pending
3228,Seafood wholesaler,pending
3229,Seal shop,pending
3230,Seaplane base,pending
3231,Seasonal goods store,pending
3232,Seat dealer,pending
3233,Seating systems provider,pending
3234,Seblak restaurant,pending
3235,Second hand store,pending
3236,Secondary school,pending
3237,Security guard service,pending
3238,Security service,pending
3239,Security system installation service,pending
3240,Security system supplier,pending
3241,Seed supplier,pending
3242,Seitai,pending
3243,Self defense school,pending
3244,Self service car wash,pending
3245,Self service health station,pending
3246,Self service restaurant,pending
3247,Self-storage facility,pending
3248,Semi conductor supplier,pending
3249,Seminary,pending
3250,Senior citizen center,pending
3251,Aged care,pending
3252,Senior high school,pending
3253,Septic system service,pending
3254,Serbian restaurant,pending
3255,Serviced accommodation,pending
3256,Serviced apartment,pending
3257,Seventh-day Adventist church,pending
3258,Sewage disposal service,pending
3259,Sewage treatment plant,pending
3260,Sewing company,pending
3261,Sewing machine repair service,pending
3262,Sewing machine store,pending
3263,Sewing shop,pending
3264,Sexologist,pending
3265,Seychelles restaurant,pending
3266,Sfiha restaurant,pending
3267,Sukiyaki and Shabu Shabu restaurant,pending
3268,Shabu-shabu restaurant,pending
3269,Shandong restaurant,pending
3270,Shanghainese restaurant,pending
3271,Shared-use commercial kitchen,pending
3272,Sharpening service,pending
3273,Shawarma restaurant,pending
3274,Shed builder,pending
3275,Sheep shearer,pending
3276,Sheepskin and wool products supplier,pending
3277,Sheet metal contractor,pending
3278,Sheet music store,pending
3279,Shelter,pending
3280,Sheltered housing,pending
3281,Shelving store,pending
3282,Sheriff’s department,pending
3283,Shinto shrine,pending
3284,Shipbuilding and repair company,pending
3285,Shipping and mailing service,pending
3286,Shipping company,pending
3287,Shipping equipment industry,pending
3288,Shipping service,pending
3289,Shipyard,pending
3290,Shochu brewery,pending
3291,Shoe factory,pending
3292,Shoe repair shop,pending
3293,Shoe shining service,pending
3294,Shoe store,pending
3295,Footwear wholesaler,pending
3296,Shogi lesson,pending
3297,Shooting event area,pending
3298,Shooting range,pending
3299,Shop supermarket furniture store,pending
3300,Shopfitter,pending
3301,Shopping mall,pending
3302,Short term apartment rental agency,pending
3303,Shower door shop,pending
3304,Showroom,pending
3305,Shredding service,pending
3306,Shrimp farm,pending
3307,Shrine,pending
3308,Sichuan restaurant,pending
3309,Sicilian restaurant,pending
3310,Siding contractor,pending
3311,Sightseeing tour agency,pending
3312,Sign shop,pending
3313,Gurudwara,pending
3314,Silk plant shop,pending
3315,Silk store,pending
3316,Silversmith,pending
3317,Singaporean restaurant,pending
3318,Singing telegram service,pending
3319,Single sex secondary school,pending
3320,Singles organization,pending
3321,Sixth form college,pending
3322,Skate sharpening service,pending
3323,Skate shop,pending
3324,Skateboard park,pending
3325,Skateboard shop,pending
3326,Skating instructor,pending
3327,Skeet shooting range,pending
3328,Kushiage and kushikatsu restaurant,pending
3329,Ski club,pending
3330,Ski rental service,pending
3331,Ski repair service,pending
3332,Ski resort,pending
3333,Ski school,pending
3334,Ski shop,pending
3335,Skin care clinic,pending
3336,Skin care products vending machine,pending
3337,Skittle club,pending
3338,Skoda dealer,pending
3339,Skydiving center,pending
3340,Skylight contractor,pending
3341,Slaughterhouse,pending
3342,Sleep clinic,pending
3343,Small appliance repair service,pending
3344,Small claims assistance service,pending
3345,Small engine repair service,pending
3346,Small plates restaurant,pending
3347,Smart Car dealer,pending
3348,Smart dealer,pending
3349,Smart locker manufacturer,pending
3350,Smart shop,pending
3351,Smog inspection station,pending
3352,Smoke shop,pending
3353,Snack bar,pending
3354,Snow removal service,pending
3355,Snowboard rental service,pending
3356,Snowboard shop,pending
3357,Snowmobile dealer,pending
3358,Snowmobile rental service,pending
3359,Soapland,pending
3360,Soba noodle shop,pending
3361,Soccer club,pending
3362,Soccer field,pending
3363,Soccer practice,pending
3364,Soccer store,pending
3365,Social club,pending
3366,Social security attorney,pending
3367,Social security financial department,pending
3368,Social security office,pending
3369,Social services organization,pending
3370,Social welfare center,pending
3371,Social worker,pending
3372,Societe de Flocage,pending
3373,Sod supplier,pending
3374,Sofa store,pending
3375,Soft drinks shop,pending
3376,Suppon restaurant,pending
3377,Softball club,pending
3378,Softball field,pending
3379,Software company,pending
3380,Software training institute,pending
3381,Soil testing service,pending
3382,Solar energy company,pending
3383,Solar energy system service,pending
3384,Solar energy equipment supplier,pending
3385,Solar hot water system supplier,pending
3386,Solar panel maintenance service,pending
3387,Solar photovoltaic power plant,pending
3388,Solid fuel company,pending
3389,Solid waste engineer,pending
3390,Soondae restaurant,pending
3391,Soto ayam restaurant,pending
3392,Soto restaurant,pending
3393,Soul food restaurant,pending
3394,Soup kitchen,pending
3395,Soup restaurant,pending
3396,Soup shop,pending
3397,South African restaurant,pending
3398,South American restaurant,pending
3399,South Asian restaurant,pending
3400,Southeast Asian restaurant,pending
3401,South Indian restaurant,pending
3402,South Sulawesi restaurant,pending
3403,Southern Italian restaurant,pending
3404,Southern restaurant (US),pending
3405,Southwest France restaurant,pending
3406,Southwestern restaurant (US),pending
3407,Souvenir manufacturer,pending
3408,Souvenir store,pending
3409,Soy sauce maker,pending
3410,Spa,pending
3411,Spa and health club,pending
3412,Spa garden,pending
3413,Space of remembrance,pending
3414,Spanish restaurant,pending
3415,Special education school,pending
3416,Special educator,pending
3417,Specialized clinic,pending
3418,Specialized hospital,pending
3419,Speech pathologist,pending
3420,Sperm bank,pending
3421,Spice store,pending
3422,Spice exporter,pending
3423,Spice wholesaler,pending
3424,Spiritist center,pending
3425,Sport tour agency,pending
3426,Sporting goods store,pending
3427,Sports accessories wholesaler,pending
3428,Sports bar,pending
3429,Sports card store,pending
3430,Sports club,pending
3431,Sports complex,pending
3432,Sports equipment rental service,pending
3433,Sports massage therapist,pending
3434,Sports medicine clinic,pending
3435,Sports medicine physician,pending
3436,Sports memorabilia store,pending
3437,Sports nutrition store,pending
3438,Sports school,pending
3439,Sportswear store,pending
3440,Sportwear manufacturer,pending
3441,Spring supplier,pending
3442,Squash club,pending
3443,Squash court,pending
3444,Sri Lankan restaurant,pending
3445,Stable,pending
3446,Stadium,pending
3447,Stage,pending
3448,Stage lighting equipment supplier,pending
3449,Stained glass studio,pending
3450,Stainless steel plant,pending
3451,Stair contractor,pending
3452,Stall installation service,pending
3453,Stamp collectors club,pending
3454,Stamp shop,pending
3455,Stand bar,pending
3456,Staple food package,pending
3457,State archive,pending
3458,State employment department,pending
3459,State government office,pending
3460,State liquor store,pending
3461,State office of education,pending
3462,State owned farm,pending
3463,State park,pending
3464,State parliament,pending
3465,State police,pending
3466,Stationery manufacturer,pending
3467,Stationery store,pending
3468,Stationery wholesaler,pending
3469,Statuary,pending
3470,STD clinic,pending
3471,STD testing service,pending
3472,Steak house,pending
3473,Steamboat restaurant,pending
3474,Steamed bun shop,pending
3475,Steel construction company,pending
3476,Steel distributor,pending
3477,Steel erector,pending
3478,Steel fabricator,pending
3479,Steel framework contractor,pending
3480,Steelwork design service,pending
3481,Stereo rental store,pending
3482,Stereo repair service,pending
3483,Home audio store,pending
3484,Sticker manufacturer,pending
3485,Stitching class,pending
3486,Stock broker,pending
3487,Stock exchange building,pending
3488,Stone carving,pending
3489,Stone cutter,pending
3490,Stone supplier,pending
3491,Storage facility,pending
3492,Store,pending
3493,Store equipment supplier,pending
3494,Store fixture supplier,pending
3495,Stringed instrument maker,pending
3496,Structural engineer,pending
3497,Stucco contractor,pending
3498,Student career counseling office,pending
3499,Student dormitory,pending
3500,Student housing center,pending
3501,Student union,pending
3502,Students parents association,pending
3503,Students support association,pending
3504,Study at home school,pending
3505,Studying center,pending
3506,Stylist,pending
3507,Subaru dealer,pending
3508,Suburban train line,pending
3509,Sugar factory,pending
3510,Sugar shack,pending
3511,Sukiyaki restaurant,pending
3512,Summer camp organizer,pending
3513,Summer toboggan run,pending
3514,Sundae restaurant,pending
3515,Sundanese restaurant,pending
3516,Sunglasses store,pending
3517,Sunroom contractor,pending
3518,Super public bath,pending
3519,Superannuation consultant,pending
3520,Superfund site,pending
3521,Supermarket,pending
3522,Support group,pending
3523,Surf lifesaving club,pending
3524,Surf school,pending
3525,Surf shop,pending
3526,Surgeon,pending
3527,Surgical center,pending
3528,Surgical oncologist,pending
3529,Surgical products wholesaler,pending
3530,Surgical supply store,pending
3531,Surinamese restaurant,pending
3532,Surplus store,pending
3533,Surveyor,pending
3534,Sushi restaurant,pending
3535,Sushi takeaway,pending
3536,Suzuki dealer,pending
3537,Suzuki motorcycle dealer,pending
3538,Swabian restaurant,pending
3539,Swedish restaurant,pending
3540,Swim club,pending
3541,Swimming basin,pending
3542,Swimming competition,pending
3543,Swimming facility,pending
3544,Swimming instructor,pending
3545,Swimming lake,pending
3546,Swimming pool,pending
3547,Swimming pool contractor,pending
3548,Swimming pool repair service,pending
3549,Swimming pool supply store,pending
3550,Swimming school,pending
3551,Swimwear store,pending
3552,Swiss restaurant,pending
3553,Synagogue,pending
3554,Syrian restaurant,pending
3555,T-shirt store,pending
3556,Tabascan restaurant,pending
3557,Table tennis club,pending
3558,Table tennis facility,pending
3559,Table tennis supply store,pending
3560,Tacaca restaurant,pending
3561,Tack shop,pending
3562,Taco restaurant,pending
3563,Taekwondo competition area,pending
3564,Taekwondo school,pending
3565,Tai chi school,pending
3566,Tailor,pending
3567,Taiwanese restaurant,pending
3568,Takoyaki restaurant,pending
3569,Talent agency,pending
3570,Tamale shop,pending
3571,Tannery,pending
3572,Tanning salon,pending
3573,Taoist temple,pending
3574,Tapas bar,pending
3575,Tapas restaurant,pending
3576,Tata Motors dealer,pending
3577,Tatami store,pending
3578,Tattoo and piercing shop,pending
3579,Tattoo artist,pending
3580,Tattoo removal service,pending
3581,Tattoo shop,pending
3582,Tattoo supply store,pending
3583,Tax assessor,pending
3584,Tax attorney,pending
3585,Tax collector’s office,pending
3586,Tax consultant,pending
3587,Tax department,pending
3588,Tax preparation,pending
3589,Tax preparation service,pending
3590,Taxi service,pending
3591,Taxi stand,pending
3592,Taxidermist,pending
3593,TB clinic,pending
3594,Tea exporter,pending
3595,Tea house,pending
3596,Tea manufacturer,pending
3597,Tea market place,pending
3598,Tea store,pending
3599,Tea wholesaler,pending
3600,Teachers college,pending
3601,Teachers’ housing,pending
3602,Technical school,pending
3603,Technical university,pending
3604,Technology museum,pending
3605,Technology park,pending
3606,Teeth whitening service,pending
3607,Tegal restaurant,pending
3608,Telecommunication school,pending
3609,Telecommunications contractor,pending
3610,Telecommunications engineer,pending
3611,Telecommunications equipment supplier,pending
3612,Telecommunications service provider,pending
3613,Telemarketing service,pending
3614,Telephone answering service,pending
3615,Telephone company,pending
3616,Telephone exchange,pending
3617,Telescope store,pending
3618,Television repair service,pending
3619,Television station,pending
3620,Temaki restaurant,pending
3621,Temp agency,pending
3622,Tempura donburi restaurant,pending
3623,Tempura restaurant,pending
3624,Tenant ownership,pending
3625,Tenant’s union,pending
3626,Tennis club,pending
3627,Tennis court,pending
3628,Tennis court construction company,pending
3629,Tennis instructor,pending
3630,Tennis store,pending
3631,Tent rental service,pending
3632,Teppanyaki restaurant,pending
3633,Tesla showroom,pending
3634,Test preparation center,pending
3635,Tex-Mex restaurant,pending
3636,Textile engineer,pending
3637,Textile exporter,pending
3638,Textile mill,pending
3639,Thai massage therapist,pending
3640,Thai restaurant,pending
3641,Theater company,pending
3642,Theater production,pending
3643,Theater supply store,pending
3644,Theatrical costume supplier,pending
3645,Theme park,pending
3646,Thermal baths,pending
3647,Thermal power plant,pending
3648,Thread supplier,pending
3649,Threads and yarns wholesaler,pending
3650,3D printing service,pending
3651,Thrift store,pending
3652,Thuringian restaurant,pending
3653,Tibetan restaurant,pending
3654,Ticket office,pending
3655,Tiffin center,pending
3656,Tiki bar,pending
3657,Tile cleaning service,pending
3658,Tile contractor,pending
3659,Tile manufacturer,pending
3660,Tile store,pending
3661,Timeshare agency,pending
3662,Tyre manufacturer,pending
3663,Tire repair shop,pending
3664,Tire service,pending
3665,Tire shop,pending
3666,Title company,pending
3667,Toast restaurant,pending
3668,Tobacco exporter,pending
3669,Tobacco shop,pending
3670,Tobacco supplier,pending
3671,Tofu restaurant,pending
3672,Tofu shop,pending
3673,Toiletries store,pending
3674,Toll road rest stop,pending
3675,Toll station,pending
3676,Toner cartridge supplier,pending
3677,Tongue restaurant,pending
3678,Tonkatsu restaurant,pending
3679,Tool & die shop,pending
3680,Tool grinding service,pending
3681,Tool manufacturer,pending
3682,Tool rental service,pending
3683,Tool repair shop,pending
3684,Tool store,pending
3685,Tool wholesaler,pending
3686,Toolroom,pending
3687,Topography company,pending
3688,Topsoil supplier,pending
3689,Tortilla shop,pending
3690,Tour agency,pending
3691,Tour operator,pending
3692,Tourist attraction,pending
3693,Tourist information center,pending
3694,Communications tower,pending
3695,Towing equipment provider,pending
3696,Towing service,pending
3697,Townhouse complex,pending
3698,Toy and game manufacturer,pending
3699,Toy library,pending
3700,Toy manufacturer,pending
3701,Toy museum,pending
3702,Toy store,pending
3703,Toyota dealer,pending
3704,Tractor dealer,pending
3705,Tractor parts store,pending
3706,Tractor repair shop,pending
3707,Trade fair construction company,pending
3708,Trade school,pending
3709,Trading card store,pending
3710,Traditional costume club,pending
3711,Traditional Kostume store,pending
3712,Traditional market,pending
3713,Traditional restaurant,pending
3714,Traditional teahouse,pending
3715,Traditional American restaurant,pending
3716,Traffic officer,pending
3717,Trailer dealer,pending
3718,Trailer manufacturer,pending
3719,Trailer rental service,pending
3720,Trailer repair shop,pending
3721,Trailer supply store,pending
3722,Train depot,pending
3723,Train repairing center,pending
3724,Train ticket agency,pending
3725,Train ticket office,pending
3726,Train yard,pending
3727,Training centre,pending
3728,Transcription service,pending
3729,Transit depot,pending
3730,Translation service,pending
3731,Transmission shop,pending
3732,Transplant surgeon,pending
3733,Transportation escort service,pending
3734,Transportation service,pending
3735,Travel agency,pending
3736,Travel clinic,pending
3737,Travel lounge,pending
3738,Tree farm,pending
3739,Tree service,pending
3740,Trial attorney,pending
3741,Tribal headquarters,pending
3742,Triumph motorcycle dealer,pending
3743,Trophy shop,pending
3744,Tropical fish store,pending
3745,Truck accessories store,pending
3746,Truck dealer,pending
3747,Truck farmer,pending
3748,Truck parts supplier,pending
3749,Truck rental agency,pending
3750,Truck repair shop,pending
3751,Truck stop,pending
3752,Truck topper supplier,pending
3753,Trucking company,pending
3754,Truck driving school,pending
3755,Truss manufacturer,pending
3756,Trust bank,pending
3757,Tsukigime parking lot,pending
3758,Tune up supplier,pending
3759,Tunisian restaurant,pending
3760,Turf supplier,pending
3761,Turkish restaurant,pending
3762,Turkmen restaurant,pending
3763,Turnery,pending
3764,Tuscan restaurant,pending
3765,Tutoring service,pending
3766,Tuxedo shop,pending
3767,Typewriter repair service,pending
3768,Typewriter supplier,pending
3769,Typing service,pending
3770,Udon noodle restaurant,pending
3771,Ukrainian restaurant,pending
3772,Unagi restaurant,pending
3773,Underwear store,pending
3774,Unemployment office,pending
3775,Unfinished furniture store,pending
3776,Uniform store,pending
3777,Hairdresser,pending
3778,Unitarian Universalist Church,pending
3779,United Church of Canada,pending
3780,United Church of Christ,pending
3781,United Methodist church,pending
3782,United States Armed Forces Base,pending
3783,Unity church,pending
3784,University,pending
3785,Academic department,pending
3786,University hospital,pending
3787,University library,pending
3788,Upholstery cleaning service,pending
3789,Upholstery shop,pending
3790,Urban planning department,pending
3791,Urgent care center,pending
3792,Urologist,pending
3793,Urology clinic,pending
3794,Uruguayan restaurant,pending
3795,Pacific Northwest restaurant (US),pending
3796,Used appliance store,pending
3797,Used auto parts store,pending
3798,Used bicycle shop,pending
3799,Used book store,pending
3800,Used car dealer,pending
3801,Used CD store,pending
3802,Used clothing store,pending
3803,Used computer store,pending
3804,Used furniture store,pending
3805,Used game store,pending
3806,Used motorcycle dealer,pending
3807,Used musical instrument store,pending
3808,Used office furniture store,pending
3809,Used store fixture supplier,pending
3810,Used tire shop,pending
3811,Used truck dealer,pending
3812,Utility contractor,pending
3813,Utility trailer dealer,pending
3814,Uyghur cuisine restaurant,pending
3815,Uzbeki restaurant,pending
3816,Holiday apartment,pending
3817,Vacation home rental agency,pending
3818,Vacuum cleaner repair shop,pending
3819,Vacuum cleaner store,pending
3820,Vacuum cleaning system supplier,pending
3821,Valencian restaurant,pending
3822,Valet parking service,pending
3823,Van rental agency,pending
3824,Vaporizer store,pending
3825,Variety store,pending
3826,Vascular surgeon,pending
3827,Vastu consultant,pending
3828,VCR repair service,pending
3829,Vegan restaurant,pending
3830,Vegetable wholesale market,pending
3831,Vegetable wholesaler,pending
3832,Vegetarian cafe and deli,pending
3833,Vegetarian restaurant,pending
3834,Vehicle exporter,pending
3835,Vehicle inspection service,pending
3836,Vehicle shipping agent,pending
3837,Vehicle wrapping service,pending
3838,Velodrome,pending
3839,Vending machine supplier,pending
3840,Venereologist,pending
3841,Venetian restaurant,pending
3842,Venezuelan restaurant,pending
3843,Ventilating equipment manufacturer,pending
3844,Venture capital company,pending
3845,Veterans affairs department,pending
3846,Veterans center,pending
3847,Veterans hospital,pending
3848,Veterans organization,pending
3849,Veterinarian,pending
3850,Veterinary pharmacy,pending
3851,Video arcade,pending
3852,Video camera repair service,pending
3853,Video conferencing equipment supplier,pending
3854,Video conferencing service,pending
3855,Video duplication service,pending
3856,Video editing service,pending
3857,Video equipment repair service,pending
3858,Video game rental kiosk,pending
3859,Video game rental service,pending
3860,Video game rental store,pending
3861,Video game store,pending
3862,Video karaoke,pending
3863,Video production service,pending
3864,Video store,pending
3865,Vietnamese restaurant,pending
3866,Villa,pending
3867,Village hall,pending
3868,Vineyard,pending
3869,Vineyard church,pending
3870,Vintage clothing store,pending
3871,Vinyl sign shop,pending
3872,Violin shop,pending
3873,Virtual office rental,pending
3874,Visa and passport office,pending
3875,Visa consulting service,pending
3876,Visitor center,pending
3877,Vitamin & supplements store,pending
3878,Vocal instructor,pending
3879,Vocational gymnasium school,pending
3880,Vocational secondary school,pending
3881,Vocational school,pending
3882,Volkswagen dealer,pending
3883,Volleyball club,pending
3884,Volleyball court,pending
3885,Volleyball instructor,pending
3886,Volunteer organization,pending
3887,Volvo dealer,pending
3888,Voter registration office,pending
3889,Waldorf kindergarten,pending
3890,Waldorf school,pending
3891,Walk-in clinic,pending
3892,Wallpaper installer,pending
3893,Wallpaper store,pending
3894,War museum,pending
3895,Warehouse,pending
3896,Warehouse club,pending
3897,Warehouse store,pending
3898,Washer & dryer repair service,pending
3899,Washer & dryer store,pending
3900,Waste management service,pending
3901,Waste transfer station,pending
3902,Watch manufacturer,pending
3903,Watch repair service,pending
3904,Watch store,pending
3905,Water cooler supplier,pending
3906,Water damage restoration service,pending
3907,Water filter supplier,pending
3908,Water jet cutting service,pending
3909,Water mill,pending
3910,Water park,pending
3911,Water polo pool,pending
3912,Water pump supplier,pending
3913,Water purification company,pending
3914,Water ski shop,pending
3915,Water skiing club,pending
3916,Water skiing instructor,pending
3917,Water skiing service,pending
3918,Water softening equipment supplier,pending
3919,Water sports equipment rental service,pending
3920,Water tank cleaning service,pending
3921,Water testing service,pending
3922,Water treatment plant,pending
3923,Water treatment supplier,pending
3924,Water utility company,pending
3925,Water works,pending
3926,Water works equipment supplier,pending
3927,Waterbed repair service,pending
3928,Waterbed store,pending
3929,Waterproofing service,pending
3930,Wax museum,pending
3931,Wax supplier,pending
3932,Waxing hair removal service,pending
3933,Weather forecast service,pending
3934,Weaving mill,pending
3935,Web hosting company,pending
3936,Website designer,pending
3937,Wedding bakery,pending
3938,Wedding buffet,pending
3939,Wedding chapel,pending
3940,Wedding dress rental service,pending
3941,Wedding photographer,pending
3942,Wedding planner,pending
3943,Wedding service,pending
3944,Wedding souvenir shop,pending
3945,Wedding store,pending
3946,Wedding venue,pending
3947,Weigh station,pending
3948,Weight loss service,pending
3949,Weightlifting area,pending
3950,Weir,pending
3951,Welder,pending
3952,Welding gas supplier,pending
3953,Welding supply store,pending
3954,Well drilling contractor,pending
3955,Wellness center,pending
3956,Wellness hotel,pending
3957,Wellness program,pending
3958,Welsh restaurant,pending
3959,Wesleyan church,pending
3960,West African restaurant,pending
3961,Western apparel store,pending
3962,Western restaurant,pending
3963,Whale watching tour agency,pending
3964,Wheel alignment service,pending
3965,Wheel store,pending
3966,Wheelchair rental service,pending
3967,Wheelchair repair service,pending
3968,Wheelchair store,pending
3969,Wholesale bakery,pending
3970,Wholesale drugstore,pending
3971,Wholesale florist,pending
3972,Wholesale food store,pending
3973,Wholesale grocer,pending
3974,Wholesale jeweler,pending
3975,Wholesale market,pending
3976,Wholesale plant nursery,pending
3977,Wholesaler,pending
3978,Wholesaler household appliances,pending
3979,Wi-Fi spot,pending
3980,Wicker store,pending
3981,Wig shop,pending
3982,Wildlife and safari park,pending
3983,Wildlife park,pending
3984,Wildlife refuge,pending
3985,Wildlife rescue service,pending
3986,Willow basket manufacturer,pending
3987,Wind farm,pending
3988,Wind turbine builder,pending
3989,Window cleaning service,pending
3990,Window installation service,pending
3991,Window supplier,pending
3992,Window tinting service,pending
3993,Window treatment store,pending
3994,Windsurfing store,pending
3995,Wine bar,pending
3996,Wine cellar,pending
3997,Wine club,pending
3998,Wine storage facility,pending
3999,Wine store,pending
4000,Wine wholesaler and importer,pending
4001,Winemaking supply store,pending
4002,Winery,pending
4003,Wing chun school,pending
4004,Wire and cable supplier,pending
4005,Wok restaurant,pending
4006,Women’s clothing store,pending
4007,Women’s college,pending
4008,Women’s organization,pending
4009,Women’s personal trainer,pending
4010,Women’s protection service,pending
4011,Women’s shelter,pending
4012,Wood and laminate flooring supplier,pending
4013,Wood floor installation service,pending
4014,Wood floor refinishing service,pending
4015,Wood frame supplier,pending
4016,Wood stove shop,pending
4017,Wood supplier,pending
4018,Wood working class,pending
4019,Woodworker,pending
4020,Woodworking supply store,pending
4021,Wool store,pending
4022,Work clothes store,pending
4023,Workers’ club,pending
4024,Working women’s hostel,pending
4025,Wrestling school,pending
4026,X-ray equipment supplier,pending
4027,X-ray lab,pending
4028,Yacht broker,pending
4029,Yacht club,pending
4030,Yakatabune,pending
4031,Yakiniku restaurant,pending
4032,Yakisoba Restaurant,pending
4033,Yakitori restaurant,pending
4034,Yamaha motorcycle dealer,pending
4035,Yarn store,pending
4036,Yemeni restaurant,pending
4037,Yeshiva,pending
4038,Yoga instructor,pending
4039,Yoga retreat center,pending
4040,Yoga studio,pending
4041,Youth care service,pending
4042,Youth center,pending
4043,Youth clothing store,pending
4044,Youth club,pending
4045,Youth group,pending
4046,Youth hostel,pending
4047,Youth organization,pending
4048,Youth social services organization,pending
4049,Yucatan restaurant,pending
4050,Zhejiang restaurant,pending
4051,Zoo,pending
